"Y","x1","x2"
0,1.05855288178439,0.0223925407521288
1,1.07094660175095,0.884377666975923
0,-0.0109303314681054,0.0422418527786999
0,0.954650282653724,-0.132475525584893
1,1.06058874558404,1.01410843128603
1,0.818204403229627,0.946395200150905
0,1.06300985510684,-0.0311606084578147
0,0.972381589477478,0.155610964260126
0,0.971584025605663,-0.044803329129447
0,0.908067799752587,0.0321123537493968
0,0.9883752193648,-0.123017224688019
0,1.18173120437042,-0.132405869215415
0,0.0370627864257954,1.12612422743883
0,0.0520216457554957,0.131923171964234
0,-0.0750531994502331,-0.00807537613680344
0,0.0816899839520583,0.949491019372851
0,0.911364247875679,-0.00521535933303235
0,-0.0331577589942553,1.06288606251084
0,0.112071265166956,0.218000239748484
0,0.0298723699267293,-0.00690173065192163
0,1.07796219245553,0.15448636020376
1,1.14557850824769,1.13214520171626
1,0.93556715707687,1.03221515753628
0,-0.155313740522969,0.153095511973516
1,0.840229048330369,0.957876030666143
0,1.18050975188108,-0.115882102281814
1,0.951835263630536,0.815463171057853
0,0.0620379801298422,1.11573252870571
0,1.06121234926508,-0.212354988101476
0,-0.0162310976918126,0.880396848188917
0,0.081187317855386,0.164219199076734
1,1.21968335463475,1.0883654833162
0,0.204919033740619,1.05248758910359
0,0.163244563948047,-0.118465906563077
1,1.02542711928141,1.26557882721428
1,1.04911882792726,0.895208628978169
0,-0.0324086578737118,0.898887747638096
1,0.833794975614137,1.06689216525143
0,0.176773385087297,1.01291772936762
0,1.00258010486478,-0.0422576867053514
1,1.11285108335902,0.885973585515187
0,-0.238035806139704,0.870628470996746
0,-0.106026555215253,0.940530123092911
1,1.09371405401829,0.849918591977916
1,1.08544517203306,1.00158556930656
0,0.146072940310409,0.054016956769222
0,-0.141309877788919,-0.15472919670457
0,0.0567403253424482,0.0849652929928439
0,1.05831876534357,0.089601318433245
0,-0.130679883346442,0.0138690996809729
0,0.94596139261379,-0.161932832236614
1,1.1947692664732,1.05483979230144
1,1.00535902703575,1.01952821538113
1,1.03516628405552,0.919350200523653
1,0.932902346100606,0.989137576479287
0,0.0277953694806143,-0.0250946623852313
0,1.06911712728749,0.169934666853318
1,1.08237953287061,0.965570120373503
0,1.21450650204803,0.00677720614042188
0,0.765305602163663,-0.0650569726854058
0,0.0149591980615209,0.951236148479691
0,0.865746851827046,0.0303151237257663
1,1.05533030755039,0.975802598037075
0,0.158996284269541,0.95182664324981
0,-0.05868795943871,-0.0991802864256725
0,0.81676226937906,-0.028064913880443
0,0.0888139432652018,1.06330173441802
0,0.159348847235627,0.876018165689214
1,1.05168546706624,1.17643140689943
1,0.870432831970518,0.997632011184699
0,1.00546155753294,0.0199920483827434
0,-0.0784649373191544,0.134719277764001
0,-0.104935281895627,1.00360734877997
0,1.23305119624047,0.0824581130566735
0,0.140270538286743,-0.170267185160602
0,0.0942600850691526,0.0480950155267682
1,1.08262582871524,1.24835500893263
0,-0.0811540490191082,0.0401364987505605
0,0.0476248280753654,0.0215177170747045
0,0.102125840748109,0.81842876470972
0,0.0645383074206077,-0.0911739424232877
0,0.104314355155144,-0.00490446908536225
0,0.969563088730634,-0.0405387476681813
1,1.2477110916963,1.11303817978469
0,0.0971220673037445,0.0815464735072572
0,1.18670991845667,0.00764175190481425
0,0.0672042469014787,0.145374735124973
0,-0.0307953380837338,1.03741210834363
0,0.0536523716710872,0.982909594424743
0,1.08248700653517,-0.0502212811850508
0,0.90360985209862,0.0543522107940633
0,-0.0855082511099791,0.949481399714838
0,1.18869469420257,0.0786795789402013
1,0.960818062800482,1.03009494016084
0,-0.0980632948949986,0.131022390674737
0,1.0687332100557,0.0798433770272113
1,0.94949564824791,1.08508604376144
0,0.215771981650642,-0.0443567968094689
0,-0.0599797563824836,-0.0446774787609579
1,0.930545330672925,1.00133050417762
